epsilon,sigma,loss,loss_sd,n_stable,crash_frac,violations
1.96154,0.40462,24.301094,0.00719,5,0.0,
1.96154,0.40769,27.992823,0.0046,5,0.0,
1.96154,0.41077,32.323304,0.006026,5,0.0,
1.96154,0.41385,37.122557,0.004191,5,0.0,
1.96154,0.41692,42.421459,0.010323,5,0.0,
1.96154,0.42,48.270349,0.002918,5,0.0,
2.0,0.3,1.376935,0.101261,5,0.0,
2.0,0.30308,1.39405,0.071539,5,0.0,
2.0,0.30615,1.456116,0.083341,5,0.0,
2.0,0.30923,1.453012,0.06543,5,0.0,
2.0,0.31231,1.5088,0.051066,5,0.0,
2.0,0.31538,1.540724,0.035999,5,0.0,
2.0,0.31846,1.577345,0.048215,5,0.0,
2.0,0.32154,1.583438,0.025276,5,0.0,
2.0,0.32462,1.645537,0.075804,5,0.0,
2.0,0.32769,1.779176,0.07488,5,0.0,
2.0,0.33077,1.867059,0.013938,5,0.0,
2.0,0.33385,1.975873,0.093479,5,0.0,
2.0,0.33692,2.232147,0.182239,5,0.0,
2.0,0.34,3.528057,0.019259,5,0.0,
2.0,0.34308,3.523192,0.014777,5,0.0,
2.0,0.34615,3.444261,0.015881,5,0.0,
2.0,0.34923,3.2983,0.005877,5,0.0,
2.0,0.35231,3.052377,0.010586,5,0.0,
2.0,0.35538,2.725732,0.008147,5,0.0,
2.0,0.35846,2.311395,0.009557,5,0.0,
2.0,0.36154,1.796028,0.01377,5,0.0,
2.0,0.36462,1.179935,0.007436,5,0.0,
2.0,0.36769,1.255087,0.004909,5,0.0,
2.0,0.37077,2.145903,0.006393,5,0.0,
2.0,0.37385,3.163148,0.004134,5,0.0,
2.0,0.37692,4.345548,0.006748,5,0.0,
2.0,0.38,5.693402,0.008641,5,0.0,
2.0,0.38308,7.229155,0.006223,5,0.0,
2.0,0.38615,8.952882,0.004932,5,0.0,
2.0,0.38923,10.913876,0.004371,5,0.0,
2.0,0.39231,13.10411,0.002989,5,0.0,
2.0,0.39538,15.560608,0.005743,5,0.0,
2.0,0.39846,18.300716,0.00572,5,0.0,
2.0,0.40154,21.361855,0.003229,5,0.0,
2.0,0.40462,24.75117,0.006621,5,0.0,
2.0,0.40769,28.50881,0.007278,5,0.0,
2.0,0.41077,32.913737,0.002722,5,0.0,
2.0,0.41385,37.798357,0.007353,5,0.0,
2.0,0.41692,43.203126,0.006182,5,0.0,
2.0,0.42,49.166399,0.005319,5,0.0,
